TN40;TN40;TN40;TN40;TN40;TN40;TN40;TN40;TN40;TN40;TN40;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47
16;0;047;   ;0;V;230;A2;    ;    ; ;0;0;10129;10129;10129;0;2569;2873;0;0;2277;70;69;0;36;105;3; ; ;68;0;0;2277;70;69;0;36;105;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;049;   ;0;V;230;A2;    ;    ; ;0;0;26495;26495;26495;0;4373;3417;0;0;5955;181;177;0;62;124;2; ; ;182;0;0;6043;185;177;0;74;124;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;052;   ;0;V;230;A2;    ;    ; ;0;0;18711;18711;18711;0;10867;4979;0;0;4207;126;126;0;155;182;6; ; ;125;0;0;4239;126;126;0;163;174;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;063;   ;0;V;230;A2;    ;    ; ;0;0;11843;11843;11843;0;6475;3050;0;0;2662;80;80;0;92;112;4; ; ;81;0;0;2678;80;80;0;96;112;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;072;   ;0;V;230;A2;    ;    ; ;0;0;45175;45175;45175;0;24195;31276;0;0;10153;305;299;0;344;1140;12; ; ;305;0;0;10253;305;299;0;360;1140;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;073;   ;0;V;230;A2;    ;    ; ;0;0;467880;467880;467880;0;319542;132915;0;0;105137;3172;3071;0;4537;4841;39; ; ;3154;0;0;105189;3156;3071;0;4641;4513;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;082;   ;0;V;230;A2;    ;    ; ;0;0;70934;70934;70934;0;29844;6122;0;0;15942;480;468;0;425;223;4; ; ;469;0;0;15658;476;468;0;405;167;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;091;   ;0;V;230;A2;    ;    ; ;0;0;10768;10768;10768;0;5377;0;0;0;2421;74;73;0;75;0;0; ; ;72;0;0;2433;74;73;0;75;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;103;   ;0;V;230;A2;    ;    ; ;0;0;21117;21117;21117;0;10649;13872;0;0;4745;144;139;0;151;505;2; ; ;143;0;0;4745;144;139;0;151;505;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;111;   ;0;V;230;A2;    ;    ; ;0;0;9052;9052;9052;0;2211;3983;0;0;2035;62;61;0;31;145;2; ; ;61;0;0;2035;62;61;0;31;145;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;112;   ;0;V;230;A2;    ;    ; ;0;0;2142;2142;2142;0;226;1916;0;0;482;15;14;0;3;70;2; ; ;15;0;0;482;15;14;0;3;70;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;117;   ;0;V;230;A2;    ;    ; ;0;0;3484;3484;3484;0;0;0;0;0;783;23;23;0;0;0;0; ; ;24;0;0;791;23;23;0;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;118;   ;0;V;230;A2;    ;    ; ;0;0;3181;3181;3181;0;3514;0;0;0;714;22;21;0;51;0;0; ; ;22;0;0;718;22;21;0;51;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;125;   ;0;V;230;A2;    ;    ; ;0;0;15438;15438;15438;0;7518;8220;0;0;3470;104;103;0;107;300;7; ; ;103;0;0;3462;104;103;0;107;292;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;130;   ;0;V;230;A2;    ;    ; ;0;0;11973;11973;11973;0;2178;0;0;0;2691;82;81;0;31;0;0; ; ;80;0;0;2691;82;81;0;31;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;143;   ;0;V;230;A2;    ;    ; ;0;0;29043;29043;29043;0;11473;7975;0;0;6526;196;194;0;164;292;6; ; ;201;0;0;6682;200;194;0;156;276;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;147;   ;0;V;230;A2;    ;    ; ;0;0;18619;18619;18619;0;6404;4973;0;0;4185;126;124;0;91;181;2; ; ;123;0;0;4185;126;124;0;91;181;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;162;   ;0;V;230;A2;    ;    ; ;0;0;15551;15551;15551;0;15115;872;0;0;3494;105;103;0;217;32;1; ; ;104;0;0;3458;105;103;0;213;32;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;170;   ;0;V;230;A2;    ;    ; ;0;0;18867;18867;18867;0;4106;6695;0;0;4239;129;126;0;58;245;5; ; ;128;0;0;4239;129;126;0;58;245;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;180;   ;0;V;230;A2;    ;    ; ;0;0;70389;70389;70389;0;53098;6735;0;0;15818;479;466;0;753;247;6; ; ;474;0;0;15854;479;466;0;753;247;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;198;   ;0;V;230;A2;    ;    ; ;0;0;75712;75712;75712;0;68813;4347;0;0;17014;513;497;0;977;159;3; ; ;510;0;0;17010;513;497;0;977;159;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;215;   ;0;V;230;A2;    ;    ; ;0;0;9137;9137;9137;0;5782;1916;0;0;2054;63;62;0;82;70;2; ; ;62;0;0;2054;63;62;0;82;70;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;222;   ;0;V;230;A2;    ;    ; ;0;0;52625;52625;52625;0;24415;27322;0;0;11828;357;346;0;347;995;8; ; ;352;0;0;11844;357;346;0;347;999;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;227;   ;0;V;230;A2;    ;    ; ;0;0;49530;49530;49530;0;47109;1044;0;0;11129;335;324;0;669;38;1; ; ;332;0;0;11057;335;324;0;661;38;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;230;   ;0;V;230;A2;    ;    ; ;0;0;361067;361067;361067;0;234736;95925;0;0;81138;2447;2374;0;3334;3497;38; ; ;2419;0;0;80746;2431;2374;0;3238;3521;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;240;   ;0;V;230;A2;    ;    ; ;0;0;25032;25032;25032;0;13389;1044;0;0;5626;168;164;0;189;38;1; ; ;172;0;0;5630;172;164;0;201;38;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;246;   ;0;V;230;A2;    ;    ; ;0;0;18134;18134;18134;0;4641;0;0;0;4074;124;120;0;66;0;0; ; ;122;0;0;4050;124;120;0;70;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;252;   ;0;V;230;A2;    ;    ; ;0;0;4719;4719;4719;0;1885;0;0;0;1061;31;31;0;27;0;0; ; ;31;0;0;1037;31;31;0;27;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;254;   ;0;V;230;A2;    ;    ; ;0;0;72461;72461;72461;0;52986;7885;0;0;16285;492;475;0;753;288;5; ; ;486;0;0;16201;488;475;0;731;304;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;260;   ;0;V;230;A2;    ;    ; ;0;0;48792;48792;48792;0;21688;1044;0;0;10966;333;323;0;307;38;1; ; ;326;0;0;10914;329;323;0;299;38;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;267;   ;0;V;230;A2;    ;    ; ;0;0;15868;15868;15868;0;1962;1916;0;0;3567;107;104;0;28;70;2; ; ;106;0;0;3555;107;104;0;28;70;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;279;   ;0;V;230;A2;    ;    ; ;0;0;21358;21358;21358;0;4306;3578;0;0;4801;148;143;0;60;130;2; ; ;143;0;0;4817;148;143;0;56;126;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;283;   ;0;V;230;A2;    ;    ; ;0;0;21594;21594;21594;0;8831;8995;0;0;4854;149;146;0;124;328;7; ; ;141;0;0;4770;149;146;0;120;320;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;284;   ;0;V;230;A2;    ;    ; ;0;0;6354;6354;6354;0;653;2350;0;0;1429;43;43;0;9;86;2; ; ;43;0;0;1417;43;43;0;9;82;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;285;   ;0;V;230;A2;    ;    ; ;0;0;22334;22334;22334;0;14013;4528;0;0;5019;153;149;0;198;166;6; ; ;152;0;0;5071;153;149;0;206;166;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;302;   ;0;V;230;A2;    ;    ; ;0;0;21864;21864;21864;0;6840;11269;0;0;4914;148;143;0;97;411;6; ; ;146;0;0;4862;144;143;0;89;395;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;331;   ;0;V;230;A2;    ;    ; ;0;0;2439;2439;2439;0;784;1567;0;0;548;17;16;0;11;57;1; ; ;17;0;0;548;17;16;0;11;57;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;334;   ;0;V;230;A2;    ;    ; ;0;0;53115;53115;53115;0;31168;1044;0;0;11935;360;348;0;443;38;1; ; ;363;0;0;12063;364;348;0;487;38;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;346;   ;0;V;230;A2;    ;    ; ;0;0;12688;12688;12688;0;1044;1567;0;0;2851;87;83;0;15;57;1; ; ;87;0;0;2851;87;83;0;15;57;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;347;   ;0;V;230;A2;    ;    ; ;0;0;41606;41606;41606;0;15676;13974;0;0;9353;286;278;0;223;509;9; ; ;283;0;0;9501;294;278;0;279;469;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;350;   ;0;V;230;A2;    ;    ; ;0;0;367211;367211;367211;0;307941;33819;0;0;82516;2485;2401;0;4373;1232;9; ; ;2470;0;0;82400;2477;2401;0;4405;1172;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;362;   ;0;V;230;A2;    ;    ; ;0;0;48625;48625;48625;0;30051;9602;0;0;10928;331;320;0;426;350;5; ; ;329;0;0;10944;335;320;0;478;306;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;394;   ;0;V;230;A2;    ;    ; ;0;0;5667;5667;5667;0;2438;2088;0;0;1275;38;38;0;34;76;2; ; ;39;0;0;1279;38;38;0;34;76;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;408;   ;0;V;230;A2;    ;    ; ;0;0;244793;244793;244793;0;169815;59382;0;0;55007;1655;1605;0;2412;2164;24; ; ;1622;0;0;53983;1643;1605;0;2179;2036;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;424;   ;0;V;230;A2;    ;    ; ;0;0;32310;32310;32310;0;13599;10827;0;0;7262;220;214;0;194;395;6; ; ;219;0;0;7306;216;214;0;186;411;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;109;   ;0;V;286;A2;    ;    ; ;0;0;22003;22003;22003;0;6474;9630;0;0;5284;146;82;0;92;351;10; ; ;164;0;0;5284;146;82;0;92;351;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;121;   ;0;V;286;A2;    ;    ; ;0;0;38744;38744;38744;0;29191;7042;0;0;9300;259;159;0;415;257;8; ; ;281;0;0;9300;259;159;0;419;249;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;123;   ;0;V;286;A2;    ;    ; ;0;0;18941;18941;18941;0;6080;4280;0;0;4548;126;70;0;87;156;5; ; ;142;0;0;4588;126;70;0;91;160;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;148;   ;0;V;286;A2;    ;    ; ;0;0;51262;51262;51262;0;29566;13856;0;0;12307;341;202;0;418;505;12; ; ;385;0;0;12579;345;202;0;426;505;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;207;   ;0;V;286;A2;    ;    ; ;0;0;20014;20014;20014;0;8171;5482;0;0;4805;132;77;0;117;200;6; ; ;150;0;0;4841;132;77;0;121;200;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;208;   ;0;V;286;A2;    ;    ; ;0;0;9441;9441;9441;0;4231;1070;0;0;2267;63;36;0;60;39;1; ; ;71;0;0;2295;63;36;0;64;39;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;221;   ;0;V;286;A2;    ;    ; ;0;0;11735;11735;11735;0;6111;1070;0;0;2817;77;45;0;86;39;1; ; ;88;0;0;2865;77;45;0;90;39;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;286;   ;0;V;286;A2;    ;    ; ;0;0;2494738;2494738;2494738;0;2271071;326585;0;0;598753;16855;10416;0;32251;11890;61; ; ;17959;0;0;597873;16835;10416;0;32439;11419;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;298;   ;0;V;286;A2;    ;    ; ;0;0;12018;12018;12018;0;6018;3210;0;0;2886;80;47;0;86;117;4; ; ;89;0;0;2886;80;47;0;86;117;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;312;   ;0;V;286;A2;    ;    ; ;0;0;37641;37641;37641;0;24050;9537;0;0;9037;251;151;0;341;347;8; ; ;278;0;0;9137;251;151;0;341;359;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;320;   ;0;V;286;A2;    ;    ; ;0;0;34802;34802;34802;0;14810;10914;0;0;8355;234;136;0;211;398;10; ; ;256;0;0;8363;230;136;0;211;406;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;339;   ;0;V;286;A2;    ;    ; ;0;0;288338;288338;288338;0;279557;2140;0;0;69204;1947;1200;0;3968;78;3; ; ;2081;0;0;69260;1947;1200;0;3964;78;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;395;   ;0;V;286;A2;    ;    ; ;0;0;10687;10687;10687;0;8547;2140;0;0;2566;71;41;0;121;78;2; ; ;80;0;0;2566;71;41;0;121;78;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
